Phage,Accession,Host,Affinity,Source
"Xanthomonas phage RiverRider, complete genome",NC_048703.1,Xanthomonas fragariae,1,NCBI: NC_048703.1
"Pantoea phage vB_PagS_AAS23, complete genome",NC_048137.1,Pantoea agglomerans,1,NCBI: NC_048137.1
"Xanthomonas phage Carpasina, complete genome",NC_047962.1,Xanthomonas campestris,1,NCBI: NC_047962.1
"Xanthomonas phage phi Xc10, complete genome",NC_047840.1,Xanthomonas sp.,1,NCBI: NC_047840.1
"Xanthomonas phage KPhi1, complete genome",NC_054460.1,Xanthomonas euvesicatoria,1,NCBI: NC_054460.1
"Xanthomonas phage Xoo-sp2, complete genome",NC_052966.1,Xanthomonas oryzae pv. oryzae,1,NCBI: NC_052966.1
"Xanthomonas phage XAJ24, complete genome",NC_047762.1,Xanthomonas arboricola pv. juglandis,1,NCBI: NC_047762.1
"Xanthomonas phage f30-Xaj, complete genome",NC_030937.1,Xanthomonas arboricola pv. juglandis X-J303,1,NCBI: NC_030937.1
"Xanthomonas phage f20-Xaj, complete genome",NC_030928.1,Xanthomonas arboricola pv. juglandis X-J303,1,NCBI: NC_030928.1
"Phage Salvo, complete genome",NC_042345.1,Xylella fastidiosa,1,NCBI: NC_042345.1
"Phage Sano, complete genome",NC_042344.1,Xylella fastidiosa,1,NCBI: NC_042344.1
"Acinetobacter phage vB_AbaM_phiAbaA1, complete genome",NC_031280.1,Acinetobacter baumannii Acb8/09,1,NCBI: NC_031280.1
"Achromobacter phage JWF, complete genome",NC_029075.1,Achromobacter xylosoxidans,1,NCBI: NC_029075.1
"Escherichia phage bV_EcoS_AHP42, complete genome",NC_024793.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: NC_024793.1
"Escherichia phage bV_EcoS_AKS96, complete genome",NC_024789.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: NC_024789.1
"Escherichia phage bV_EcoS_AHS24, complete genome",NC_024784.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: NC_024784.1
"Vibrio phage SHOU24, complete genome",NC_023569.1,Vibrio parahaemolyticus,1,NCBI: NC_023569.1
"Achromobacter phage JWAlpha, complete genome",NC_023556.1,Achromobacter xylosoxidans DSM 11852,1,NCBI: NC_023556.1
"Salmonella phage SETP3, complete genome",NC_009232.2,Unknown,,NCBI: NC_009232.2
"Xylella phage Prado, complete genome",NC_022987.1,Xylella fastidiosa,1,NCBI: NC_022987.1
"Xylella phage Paz, complete genome",NC_022982.1,Xylella fastidiosa,1,NCBI: NC_022982.1
"Salmonella phage Jersey, complete genome",NC_021777.1,Unknown,,NCBI: NC_021777.1
"Alteromonas phage vB_AmaP_AD45-P1, complete genome",NC_021532.1,Alteromonas macleodii str. 'Balearic Sea AD45',1,NCBI: NC_021532.1
"Xanthomonas citri phage CP2 DNA, complete genome",NC_020205.1,Xanthomonas citri,1,NCBI: NC_020205.1
"Pectobacterium phage phiTE, complete genome",NC_020201.1,Pectobacterium atrosepticum SCRI1043,1,NCBI: NC_020201.1
"Escherichia phage phiKT, complete genome",NC_019520.1,Escherichia sp.,1,NCBI: NC_019520.1
"Cronobacter phage vB_CsaM_GAP32, complete genome",NC_019401.1,Cronobacter sakazakii,1,NCBI: NC_019401.1
"Xanthomonas phage vB_XveM_DIBBI, complete genome",NC_017981.1,Xanthomonas vesicatoria,1,NCBI: NC_017981.1
"Salmonella phage PVP-SE1, complete genome",NC_016071.1,Salmonella enteritidis,1,NCBI: NC_016071.1
"Acinetobacter phage Acj9, complete genome",NC_014663.1,Acinetobacter johnsonii,1,NCBI: NC_014663.1
"Shigella phage phiSboM-AG3, complete genome",NC_013693.1,Shigella boydii,1,NCBI: NC_013693.1
"Delftia phage PhiW-14, complete genome",NC_013697.1,Delftia acidovorans,1,NCBI: NC_013697.1
"Xanthomonas phage phiL7, complete genome",NC_012742.1,Xanthomonas campestris pv. campestris,1,NCBI: NC_012742.1
"Erwinia phage phiEa21-4, complete genome",NC_011811.1,Erwinia amylovora,1,NCBI: NC_011811.1
"Xanthomonas oryzae phage OP2 DNA, complete genome",NC_007710.1,Unknown,,NCBI: NC_007710.1
"Xanthomonas phage Xp15, complete genome",NC_007024.1,Xanthomonas campestris pv. pelargonii,1,NCBI: NC_007024.1
"Klebsiella phage phiKO2, complete genome",NC_005857.1,Klebsiella oxytoca,1,NCBI: NC_005857.1
"Xanthomonas phage S3, complete genome",OP583595.1,Xanthomonas perforans,1,NCBI: OP583595.1
"Xanthomonas phage P4, complete genome",OP583594.1,Xanthomonas perforans,1,NCBI: OP583594.1
"Xanthomonas phage GF1, complete genome",OP583593.1,Xanthomonas perforans,1,NCBI: OP583593.1
"Xanthomonas phage GF2, complete genome",OP583592.1,Xanthomonas perforans,1,NCBI: OP583592.1
"Xanthomonas phage F5, complete genome",OP583591.1,Xanthomonas perforans,1,NCBI: OP583591.1
"Xanthomonas phage CP1 DNA, complete genome",AB720063.2,Xanthomonas citri,1,NCBI: AB720063.2
"Xanthomonas phage OP1 DNA, complete genome",AP008979.1,Unknown,,NCBI: AP008979.1
"Xanthomonas phage vB_Xar_IVIA-DoCa3, complete genome",ON911540.2,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON911540.2
"Xanthomonas phage vB_Xar_IVIA-DoCa2, complete genome",ON911539.2,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON911539.2
"Xanthomonas phage vB_Xar_IVIA-DoCa1, complete genome",ON911538.2,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON911538.2
"Xanthomonas phage XbC2, complete genome",OP292654.1,Xanthomonas vesicatoria,1,NCBI: OP292654.1
"Xanthomonas phage vB_Xar_IVIA-DoCa11, complete genome",ON932085.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932085.1
"Xanthomonas phage vB_Xar_IVIA-DoCa10, complete genome",ON932084.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932084.1
"Xanthomonas phage vB_Xar_IVIA-DoCa9, complete genome",ON932083.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932083.1
"Xanthomonas phage vB_Xar_IVIA-DoCa8, complete genome",ON932082.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932082.1
"Xanthomonas phage vB_Xar_IVIA-DoCa7, complete genome",ON932081.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932081.1
"Xanthomonas phage vB_Xar_IVIA-DoCa6, complete genome",ON932080.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932080.1
"Xanthomonas phage vB_Xar_IVIA-DoCa5, complete genome",ON932079.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932079.1
"Xanthomonas phage vB_Xar_IVIA-DoCa4, complete genome",ON932078.1,Xanthomonas arboricola pv. juglandis IVIA 1317-1a,1,NCBI: ON932078.1
"Xanthomonas phage BsXeu269p/3, complete genome",ON996340.1,Xanthomonas euvesicatoria,1,NCBI: ON996340.1
"Xanthomonas phage pXoo2107, complete genome",OP067662.1,Xanthomonas oryzae pv. oryzae,1,NCBI: OP067662.1
"Xanthomonas phage HXX_Dennis, complete genome",ON711490.1,Xanthomonas campestris XC114,1,NCBI: ON711490.1
"Xanthomonas phage BUDD, complete genome",ON758385.1,Xanthomonas sp.,1,NCBI: ON758385.1
"Xanthomonas phage Mallos, complete genome",ON189047.1,Xanthomonas translucens pv. translucens (DSM 18974),1,NCBI: ON189047.1
"Xanthomonas phage Seregon, complete genome",ON189048.1,Unknown,,NCBI: ON189048.1
"Xanthomonas phage Elanor, complete genome",ON189045.1,Xanthomonas translucens pv. translucens (DSM 18974),1,NCBI: ON189045.1
"Xanthomonas phage Pfeifenkraut, complete genome",ON189044.1,Xanthomonas translucens pv. translucens (DSM 18974),1,NCBI: ON189044.1
"Xanthomonas phage Langgrundblatt2, complete genome",ON189043.1,Xanthomonas translucens pv. translucens (DSM 18974),1,NCBI: ON189043.1
"Xanthomonas phage Langgrundblatt1, complete genome",ON189042.1,Xanthomonas translucens pv. translucens (DSM 18974),1,NCBI: ON189042.1
"Xanthomonas phage vB_XciM_LucasX, complete genome",MW825358.1,Xanthomonas citri 306,1,NCBI: MW825358.1
"Campylobacter phage vB_CcoM-IBB_35 clone Contig1, complete genome",HM246720.1,Unknown,,NCBI: HM246720.1
"Stenotrophomonas phage Silvanus, complete genome",MZ326867.1,Stenotrophomonas maltophilia,1,NCBI: MZ326867.1
"Xanthomonas phage Xop411, complete genome",DQ777876.1,Xanthomonas oryzae,1,NCBI: DQ777876.1
"Xanthomonas phage Xp10, complete genome",AY299121.1,Unknown,,NCBI: AY299121.1
"Xanthomonas phage R3-22-T1, complete genome",OK275495.1,Xanthomonas sp.,1,NCBI: OK275495.1
"Xanthomonas phage MYK3, complete genome",OK275494.1,Xanthomonas sp.,1,NCBI: OK275494.1
"Xanthomonas phage MET13-T1, complete genome",OK275493.1,Xanthomonas sp.,1,NCBI: OK275493.1
"Xanthomonas phage FMYAK-P1, complete genome",OK275492.1,Xanthomonas sp.,1,NCBI: OK275492.1
"Xanthomonas phage DMF5-T1, complete genome",OK258140.1,Xanthomonas sp.,1,NCBI: OK258140.1
"Xanthomonas phage MUD8-T1, complete genome",OK258138.1,Xanthomonas sp.,1,NCBI: OK258138.1
"Salmonella phage LP31, complete genome",OL436139.1,Salmonella enterica subsp. enterica serovar Pullorum C79-13,1,NCBI: OL436139.1
"Xanthomonas phage M29, complete genome",MZ345003.1,Xanthomonas campestris pv. campestris,1,NCBI: MZ345003.1
"Xanthomonas phage DES1, complete genome",OK624832.1,Xanthomonas sp.,1,NCBI: OK624832.1
"Xanthomonas phage MET23-P3, complete genome",OK913680.1,Unknown,,NCBI: OK913680.1
"Xanthomonas phage JUN5, complete genome",OK913679.1,Unknown,,NCBI: OK913679.1
"Campylobacter phage NCTC12673, complete genome",GU296433.1,Campylobacter jejuni,1,NCBI: GU296433.1
"UNVERIFIED_ORG: Xanthomonas phage Xoo-sp15, complete genome",MN364664.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MN364664.1
"UNVERIFIED: Xanthomonas phage N1, complete genome",MZ666966.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MZ666966.1
"UNVERIFIED: Xanthomonas phage N3, complete genome",MZ666965.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MZ666965.1
"Xanthomonas phage Soumapaz, complete genome",MW822539.1,Xanthomonas albilineans CFBP2523,1,NCBI: MW822539.1
"Xanthomonas phage Fontebon, complete genome",MW822538.1,Xanthomonas albilineans CFBP2523,1,NCBI: MW822538.1
"Xanthomonas phage Alcala, complete genome",MW822537.1,Xanthomonas albilineans CFBP2523,1,NCBI: MW822537.1
"Xanthomonas phage Usaquen, complete genome",MW822536.1,Xanthomonas albilineans CFBP2523,1,NCBI: MW822536.1
"Xanthomonas phage Bolivar, complete genome",MW822535.1,Xanthomonas albilineans CFBP2523,1,NCBI: MW822535.1
"Xanthomonas phage Olaya, complete genome",MW802488.1,Xanthomonas albilineans CFBP2523,1,NCBI: MW802488.1
"Xanthomonas phage Xaa_vB_phi31, complete genome",MT951568.1,Xanthomonas euvesicatoria pv. allii XaaBL11,1,NCBI: MT951568.1
"Xanthomonas phage FoX4, complete genome",MT161385.1,Xanthomonas campestris pv. campestris GBBC 1412,1,NCBI: MT161385.1
"Xanthomonas phage FoX7, complete genome",MT161387.1,Xanthomonas campestris pv. campestris GBBC 1412,1,NCBI: MT161387.1
"Xanthomonas phage FoX6, complete genome",MT161386.1,Xanthomonas campestris pv. campestris GBBC 1412,1,NCBI: MT161386.1
"Xanthomonas phage FoX5, complete genome",MT161384.1,Xanthomonas campestris pv. campestris GBBC 1419,1,NCBI: MT161384.1
"Xanthomonas phage FoX3, complete genome",MT161383.1,Xanthomonas campestris pv. campestris GBBC 1419,1,NCBI: MT161383.1
"Xanthomonas phage FoX2, complete genome",MT161382.1,Xanthomonas campestris pv. campestris GBBC 1419,1,NCBI: MT161382.1
"Xanthomonas phage FoX1, complete genome",MT161381.1,Xanthomonas campestris pv. campestris GBBC 1419,1,NCBI: MT161381.1
"Salmonella phage S55, complete genome",MT653137.1,Salmonella enterica subsp. enterica serovar Pullorum,1,NCBI: MT653137.1
"Serratia phage Tsm2, complete genome",MW082583.1,Serratia marcescens IMBG291,1,NCBI: MW082583.1
"Xanthomonas phage XcP1, complete genome",MH191395.1,Xanthomonas campestris pv. campestris,1,NCBI: MH191395.1
"Burkholderia phage Maja, complete genome",MT708549.1,Burkholderia gladioli,1,NCBI: MT708549.1
"MAG: Phage 67_12, complete genome",MN304816.1,Unknown,,NCBI: MN304816.1
"Pseudomonas phage phiK7A1, complete genome",MT740307.1,Pseudomonas syringae pv. actinidiae K7A1,1,NCBI: MT740307.1
"Xanthomonas phage Xoo-sp14, complete genome",MT939492.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MT939492.1
"Xanthomonas phage Xp12, complete genome",MT664984.1,Xanthomonas oryzae,1,NCBI: MT664984.1
"Xanthomonas phage Xoo-sp13, complete genome",MN047793.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MN047793.1
"Xanthomonas phage Pagan, complete genome",MK903278.1,Xanthomonas sp.,1,NCBI: MK903278.1
"Xanthomonas phage Samson, complete genome",MN062187.1,Xanthomonas sp.,1,NCBI: MN062187.1
"Xanthomonas phage PBR31, complete genome",MT119766.1,Xanthomonas campestris pv. campestris strain Ram 3-1,1,NCBI: MT119766.1
"Xanthomonas virus phiXaf18, complete genome",MN461279.1,Xanthomonas vesicatoria,1,NCBI: MN461279.1
"Xanthomonas phage RiverRider, complete genome",MG983743.2,Xanthomonas fragariae,1,NCBI: MG983743.2
"Xanthomonas phage XPV2, complete genome",MG944235.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944235.1
"Xanthomonas phage XPP8, complete genome",MG944232.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944232.1
"Xanthomonas phage XPP4, complete genome",MG944230.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944230.1
"Xanthomonas phage XPP1, complete genome",MG944227.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944227.1
"Delftia phage PhiW-14, complete genome",GQ357915.1,Delftia acidovorans,1,NCBI: GQ357915.1
"Xanthomonas phage XPV3, complete genome",MG944236.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944236.1
"Xanthomonas phage XPV1, complete genome",MG944234.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944234.1
"Xanthomonas phage XPP9, complete genome",MG944233.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944233.1
"Xanthomonas phage XPP6, complete genome",MG944231.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944231.1
"Xanthomonas phage XPP3, complete genome",MG944229.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944229.1
"Xanthomonas phage XPP2, complete genome",MG944228.1,Xanthomonas oryzae pv. oryzae,1,NCBI: MG944228.1
"Pantoea phage vB_PagM_LIET2, complete genome",MK388689.1,Pantoea agglomerans BSL,1,NCBI: MK388689.1
"Pantoea phage vB_PagS_AAS23, complete genome",MK095606.1,Pantoea agglomerans,1,NCBI: MK095606.1
"Pantoea phage vB_PagS_MED16, complete genome",MK095605.1,Pantoea agglomerans,1,NCBI: MK095605.1
"Xanthomonas phage KPhi1, complete genome",KY210139.1,Xanthomonas euvesicatoria,1,NCBI: KY210139.1
"Acinetobacter phage SH-Ab 15599, complete genome",MH517022.1,Acinetobacter baumannii 15599,1,NCBI: MH517022.1
"Xanthomonas phage Carpasina, complete genome",MH059633.1,Xanthomonas campestris,1,NCBI: MH059633.1
"Xanthomonas phage XacN1 DNA, complete genome",AP018399.1,Xanthomonas citri,1,NCBI: AP018399.1
"Xanthomonas phage phi Xc10, complete genome",MF375456.1,Xanthomonas sp.,1,NCBI: MF375456.1
"Xanthomonas phage Xoo-sp2, complete genome",KX241618.1,Xanthomonas oryzae pv. oryzae,1,NCBI: KX241618.1
"Xanthomonas phage XAJ2, complete genome",KU197014.1,Xanthomonas arboricola pv. juglandis,1,NCBI: KU197014.1
"Xanthomonas phage XAJ24, complete genome",KU197013.1,Xanthomonas arboricola pv. juglandis,1,NCBI: KU197013.1
"Xanthomonas phage f30-Xaj, complete genome",KU595433.1,Xanthomonas arboricola pv. juglandis X-J303,1,NCBI: KU595433.1
"Xanthomonas phage f20-Xaj, complete genome",KU595432.1,Xanthomonas arboricola pv. juglandis X-J303,1,NCBI: KU595432.1
"Xylella phage Prado, complete genome",KF626667.1,Xylella fastidiosa,1,NCBI: KF626667.1
"Xylella phage Paz, complete genome",KF626666.1,Xylella fastidiosa,1,NCBI: KF626666.1
"Pectobacterium phage phiTE, complete genome",JQ015307.1,Pectobacterium atrosepticum SCRI1043,1,NCBI: JQ015307.1
"Acinetobacter phage vB_AbaM_phiAbaA1, complete genome",KJ628499.1,Acinetobacter baumannii Acb8/09,1,NCBI: KJ628499.1
"Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67, complete genome",AE017220.1,Unknown,,NCBI: AE017220.1
"Achromobacter phage JWF, complete genome",KP202971.1,Achromobacter xylosoxidans,1,NCBI: KP202971.1
"Vibrio phage SHOU24, complete genome",KF623293.1,Vibrio parahaemolyticus,1,NCBI: KF623293.1
"Escherichia phage bV_EcoS_AKS96, complete genome",KF771239.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: KF771239.1
"Escherichia phage bV_EcoS_AHS24, complete genome",KF771238.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: KF771238.1
"Escherichia phage bV_EcoS_AHP42, complete genome",KF771237.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: KF771237.1
"Escherichia phage bV_EcoS_AHP24, complete genome",KF771236.1,E. coli O157:H7 R508 (phage type 14),1,NCBI: KF771236.1
"Cronobacter phage vB_CsaM_GAP32, complete genome",JN882285.1,Cronobacter sakazakii,1,NCBI: JN882285.1
"Phage Salvo, complete genome",KF626668.1,Xylella fastidiosa,1,NCBI: KF626668.1
"Phage Sano, complete genome",KF626665.1,Xylella fastidiosa,1,NCBI: KF626665.1
"Achromobacter phage JWAlpha, complete genome",KF787095.1,Achromobacter xylosoxidans DSM 11852,1,NCBI: KF787095.1
"Achromobacter phage JWDelta, complete genome",KF787094.1,Achromobacter xylosoxidans DSM 11852,1,NCBI: KF787094.1
"Xanthomonas citri phage CP2 DNA, complete genome",AB720064.1,Xanthomonas citri,1,NCBI: AB720064.1
"Salmonella phage SETP3, complete genome",EF177456.2,Unknown,,NCBI: EF177456.2
"Salmonella phage Jersey, complete genome",KF148055.1,Unknown,,NCBI: KF148055.1
"Alteromonas phage vB_AmaP_AD45-P2, complete genome",KF005320.1,Alteromonas macleodii str. 'Balearic Sea AD45',1,NCBI: KF005320.1
"Alteromonas phage vB_AmaP_AD45-P4, complete genome",KF005319.1,Alteromonas macleodii str. 'Balearic Sea AD45',1,NCBI: KF005319.1
"Alteromonas phage vB_AmaP_AD45-P3, complete genome",KF005318.1,Alteromonas macleodii str. 'Balearic Sea AD45',1,NCBI: KF005318.1
"Alteromonas phage vB_AmaP_AD45-P1, complete genome",KF005317.1,Alteromonas macleodii str. 'Balearic Sea AD45',1,NCBI: KF005317.1
"Xanthomonas phage vB_XveM_DIBBI, complete genome",JN022534.1,Xanthomonas vesicatoria,1,NCBI: JN022534.1
"Escherichia phage phiKT, complete genome",JN882298.1,Escherichia sp.,1,NCBI: JN882298.1
"Salmonella phage PVP-SE1, complete genome",GU070616.1,Salmonella enteritidis,1,NCBI: GU070616.1
"Shigella phage phiSboM-AG3, complete genome",FJ373894.1,Shigella boydii,1,NCBI: FJ373894.1
"Acinetobacter phage Acj9, complete genome",HM004124.1,Acinetobacter johnsonii,1,NCBI: HM004124.1
"Xanthomonas phage phiL7, complete genome",EU717894.1,Xanthomonas campestris pv. campestris,1,NCBI: EU717894.1
"Xanthomonas campestris pv. pelargonii phage Xp15, complete genome",AY986977.1,Unknown,,NCBI: AY986977.1
"Bacteriophage phiKO2, complete genome",AY374448.1,Unknown,,NCBI: AY374448.1
"Erwinia phage phiEa21-4, complete genome",EU710883.1,Erwinia amylovora,1,NCBI: EU710883.1
"Xanthomonas oryzae phage OP2 DNA, complete genome",AP008986.1,Unknown,,NCBI: AP008986.1
